,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
4097,20,625,20000.0,200,2918.12,33.0
5646,336,160,6137.6,325,2278.11,12.03
6888,60,6141,42987.0,741,3810.39,53.17
6316,30,26204,314185.96,3176,27939.91,440.49
4242,100,6170,549130.0,2498,30648.28,564.51
3147,240,837,1548.45,526,6368.02,1.92
8758,60,2200,8250.0,192,3649.76,10.21
6897,240,6032,11762.4,2572,16754.32,14.55
8808,120,14758,278926.2,3030,2994.62,345.03
6073,60,4448,133440.0,693,5066.44,287.7
1386,60,7350,22050.0,404,3366.98,43.22
5668,100,3236,258880.0,1543,37173.01,427.15
2065,60,589,4435.17,33,747.17,9.56
9892,60,3354,37631.88,393,1694.0,73.76
5831,60,57494,427180.42,3085,4885.2,921.0
1694,30,4394,74698.0,317,1628.18,119.52
4775,100,4500,450000.0,1825,17758.82,462.6
825,100,4,556.0,3,1808.19,0.89
2520,60,1560,14820.0,90,1106.0,23.71
5317,100,1500,120000.0,1489,14532.09,258.72
1101,30,44135,548156.7,3462,12569.92,877.05
2067,60,25540,74066.0,2031,6774.59,159.69
156,30,1609,27353.0,157,7922.24,43.76
2548,40,375,28500.0,411,3147.0,45.6
6233,60,13020,18879.0,861,1872.53,37.0
8522,30,2240,14716.8,6542,18611.93,31.73
6149,60,8904,12465.6,429,2633.91,26.88
3009,100,11800,916860.0,2675,4969.35,1512.82
7076,60,45116,506201.52,5285,11065.0,992.15
2894,100,8442,675360.0,1454,13343.23,1456.08
360,1,3510,80730.0,2535,20083.74,158.23
1826,60,5060,57684.0,570,9341.49,113.06
9508,30,230000,970600.0,18968,22168.18,1601.49
1571,90,420,6409.2,199,3133.23,12.56
4254,25,2000,40000.0,624,4756.06,78.4
9701,240,2000,3900.0,736,4747.87,4.82
2414,60,22566,67698.0,2113,5574.06,132.69
6996,60,14011,113629.21,1755,4328.9,116.81
3583,36,58,4930.0,23,1148.65,5.07
5449,60,350,2397.5,56,1726.5,2.97
7399,60,100000,811000.0,12199,46520.17,833.71
1481,90,900,14400.0,109,919.66,23.04
9704,120,11193,226322.46,2518,33986.07,279.96
2982,60,1436,16442.2,2832,7474.2,20.34
23,120,500,41095.0,117,1767.38,65.75
1538,120,2580,106038.0,587,1146.27,169.66
1517,60,2100,6090.0,153,1280.91,9.74
6945,60,60000,237000.0,2484,3613.05,243.64
10078,60,100000,1029000.0,13055,23994.1,1442.66
5369,336,56,17185.28,168,4092.21,37.05
7207,120,3679,123614.4,932,1698.83,203.96
1341,60,20186,64595.2,4218,43041.34,103.35
6399,30,24540,114111.0,2448,20407.95,117.31
6789,30,1499,7225.18,123,2252.42,10.13
6042,180,167,2832.32,47,290.0,5.55
6099,60,185748,440222.76,9374,11372.23,949.12
6214,100,2891,257299.0,1378,31201.82,424.54
4876,30,2500,50000.0,343,3978.49,51.4
520,25,4,300.0,4,133.25,0.59
980,20,963,30816.0,320,3100.66,60.4
5947,30,40805,195455.95,4574,45060.6,274.03
450,60,10420,77108.0,1000,7526.06,123.37
1742,60,26402,249498.9,6986,6269.7,399.2
543,100,300,21597.0,69,1398.6,34.56
7937,120,12000,232320.0,2912,32165.56,273.44
3460,240,10233,21693.96,3542,6660.05,46.77
7868,240,129,210.27,253,3519.7,0.22
1336,30,40000,1050000.0,3512,1772.4,1680.0
6183,1,11626,29065.0,613,8434.27,40.75
5409,180,5196,88124.16,1489,2093.31,190.0
8424,30,50040,500400.0,4161,11637.64,980.78
8554,30,54375,1083150.0,11129,13838.17,1787.2
1365,60,23524,206070.24,3155,9021.82,403.9
5472,20,250,8000.0,88,3997.31,15.68
1915,240,3286,7064.9,1215,8586.0,11.3
4821,60,4095,16380.0,176,3456.02,20.26
10150,30,138974,653177.8,14845,14451.68,915.76
7077,100,2604,12603.36,675,1702.91,24.7
1959,180,1503,25490.88,608,1996.68,40.79
843,25,20,1500.0,9,1153.43,2.94
6942,60,100000,811000.0,18737,9857.35,833.71
9587,60,9000,60840.0,486,3028.66,85.3
2169,25,229,17175.0,140,1286.7,27.48
2683,100,6280,502400.0,2548,28709.52,516.47
577,100,250,17997.5,57,1796.68,28.8
4036,60,741,3705.0,66,1572.92,4.58
7064,60,1485,23017.5,914,4519.97,45.11
5659,240,2244,20824.32,870,3755.91,34.36
6961,60,396,2581.92,410,4708.0,2.65
5191,100,610,48800.0,268,5187.9,60.37
7836,30,137189,1529657.35,28696,22890.82,1572.49
2337,300,746,30660.6,88,1566.21,49.06
5372,30,58489,263785.39,4972,14439.19,435.25
342,20,12315,332505.0,3508,29954.15,532.01
8564,60,176308,1456304.08,17967,21180.7,2402.9
5036,240,7840,13720.0,2995,20193.21,19.24
2961,60,14842,105081.36,1364,2348.57,147.32
588,100,84,11676.0,54,871.71,18.68
888,30,5000,120000.0,1558,11653.64,235.2
3483,60,1514,10370.9,204,1949.64,10.66
508,100,20,7000.0,48,1119.99,13.72
4080,100,1133,90640.0,539,10925.46,149.56
8387,30,5000,67450.0,517,708.23,79.39
10281,60,55995,365087.4,4899,19497.24,375.31
1374,30,3068,52156.0,2002,10460.94,102.23
8844,60,126840,853633.2,11283,42947.44,877.53
7840,240,4000,5720.0,2769,29216.84,5.88
598,120,6,493.2,9,2709.98,0.97
9238,30,1542,8851.08,9400,2317.16,10.95
2143,25,1842,36840.0,662,261.86,58.94
2706,100,2000,160000.0,957,18919.56,224.32
605,1000,30,197.1,3221,21015.77,0.39
2194,60,1300,3770.0,65,1020.98,6.03
4148,60,9023,21925.89,5359,18473.57,47.27
1910,240,11168,69241.6,4583,14554.5,110.79
3397,60,1247,3167.38,71,4035.45,6.83
9612,60,5468,16130.6,437,2928.4,22.62
2771,30,20867,32552.52,1337,8403.67,40.27
8762,30,14,156.1,38142,49199.75,0.19
7642,240,15000,29250.0,5641,45291.49,48.26
8420,60,11242,127596.7,1261,11637.64,250.09
7743,30,7395,29875.8,779,29780.5,41.89
3774,30,128887,549058.62,10956,16429.12,905.95
4883,30,167716,535014.04,10803,24636.23,549.99
2053,60,19650,223027.5,2237,15250.99,437.13
6343,100,20,7000.0,48,1222.56,11.55
6606,60,260,4030.0,54,1042.58,8.69
5059,1,175,4287.5,1,1437.62,6.01
9789,120,21497,422631.02,21,22007.39,434.46
4413,30,53149,1057665.1,5803,27478.63,2280.33
1807,60,2484,21759.84,2078,2400.25,42.65
8067,30,87744,370279.68,7194,12601.07,610.96
366,100,213,15336.0,64,1083.36,30.06
7027,60,3926,8558.68,477,535.52,8.8
6901,60,70000,272300.0,3922,26340.0,336.84
6552,60,212409,524650.23,10302,13677.69,1131.15
6344,30,22920,54778.8,1291,4429.37,118.1
7784,30,36273,381591.96,4846,13743.46,472.03
3498,100,1144,91520.0,468,8806.76,94.08
3798,60,7600,121448.0,782,2534.68,261.84
4747,60,110,753.5,43,1046.02,1.24
216,20,3982,107514.0,1445,7303.25,210.73
5903,30,246113,1048441.38,20896,16429.13,1729.93
1871,120,1155,47470.5,255,1388.0,75.95
6400,100,1915,137880.0,967,18212.87,297.27
1096,100,2093,20.93,609,12977.28,0.03
2607,25,20000,400000.0,6067,1250.0,640.0
9468,240,20000,39000.0,7464,4605.44,64.35
3624,30,26010,273105.0,3619,10101.17,280.75
3769,30,50000,122000.0,2953,6409.91,201.3
5717,30,2175,12158.25,252,2531.62,12.5
8427,60,80000,232000.0,8756,13844.72,454.72
4767,30,82500,565950.0,5624,7378.63,933.82
3593,30,5100,66300.0,319,3026.24,109.4
7765,120,12837,317844.12,4613,3592.8,393.17
9351,60,5500,61710.0,708,2524.0,120.95
6868,60,95000,214700.0,12686,41332.14,265.58
9004,30,3000,19710.0,263,13398.06,32.52
2985,30,1000,23670.0,335,888.0,46.39
2205,60,22918,163176.16,1689,9189.57,319.83
5937,30,252,509.04,9,1678.53,0.63
5054,300,264,8136.48,257,2160.36,10.06
6700,60,726,5096.52,199,3127.35,8.41
7235,120,600,17808.0,895,6061.4,24.97
1971,240,1000,1920.0,346,1988.9,3.07
2189,60,10000,118000.0,1456,5048.32,231.28
5563,30,19152,88482.24,8351,6806.86,109.45
3216,60,19835,160663.5,2866,17036.99,165.16
7440,30,30000,138900.0,3000,12748.74,142.79
1083,60,12984,266172.0,3286,18208.0,425.88
5703,100,3000,240000.0,1428,28142.92,336.48
3561,60,158124,384241.32,7467,20258.28,634.0
5911,30,63652,203049.88,3914,7769.41,251.17
2355,60,371,3524.5,4689,8321.29,5.64
155,25,10000,200000.0,3336,25165.3,320.0
3626,100,1200,5520.0,6433,7727.85,7.74
4966,30,77654,916317.2,8725,54417.75,1133.48
4586,30,360,806.4,21,840.17,1.0
2917,30,5000,100000.0,670,4909.72,123.7
4069,60,1556,4045.6,2113,10784.69,6.68
8527,60,46113,332474.73,2534,16629.49,548.58
4712,60,60300,186327.0,3539,16769.43,365.2
3067,30,17280,181440.0,2401,3701.66,186.52
6045,60,591,6737.4,36,430.5,8.33
5494,60,300,2712.0,37,971.8,5.85
5070,20,2000,64000.0,687,17918.72,137.98
2910,60,120,822.0,22,828.76,0.85
4185,100,670,3015.0,76,1921.02,3.73
9377,30,1300,15275.0,105,2393.54,32.93
9163,60,9627,21757.02,486,14547.55,26.91
1820,60,4564,13235.6,847,4999.48,25.94
5620,100,3067,272963.0,1228,13325.65,337.66
167,20,10270,277290.0,2907,18864.37,443.66
7851,60,20000,132000.0,1777,15330.56,135.7
2924,30,2098,38477.32,140,1870.73,63.49
10160,90,848,6190.4,73,14547.55,7.66
7996,60,298,1743.3,31,3833.17,3.76
3575,100,2000,195360.0,453,7030.94,322.34
9378,30,7500,35625.0,662,9736.1,76.81
3413,100,2744,244216.0,1303,28734.43,342.39
10132,30,1800,40500.0,174,2148.5,56.78
5200,30,21384,217047.6,2406,4872.65,223.12
6174,30,46802,537754.98,5281,13625.75,665.2
8924,90,250,6875.0,42,9736.1,14.82
6259,100,130,11570.0,60,2084.49,24.94
3492,300,12,729.84,48,749.36,0.9
2415,60,88,1038.4,10,1002.2,2.04
3168,60,12000,87000.0,664,6247.82,143.55
5977,30,15840,166320.0,2517,3789.5,170.98
4826,100,2891,257299.0,1378,32667.09,424.54
7026,60,145000,1119400.0,16614,24788.37,1317.53
3648,60,295,2020.75,36,876.99,2.5
7564,60,56430,306414.9,15358,16606.55,660.63
3433,100,214,1712.0,97,2590.24,2.12
43,100,1634,117631.66,373,4112.46,188.21
1265,270,16,1258.24,295,1737.0,2.01
4920,30,32426,150780.9,3234,26980.59,186.52
2543,120,403,16563.3,88,1603.44,26.5
8116,60,200000,502000.0,19257,6476.69,828.3
3739,30,27186,88082.64,2321,3353.3,108.96
3675,30,38208,179959.68,4289,30395.15,252.3
9544,60,5603,23812.75,316,3279.25,39.29
9668,120,16000,336000.0,3893,17548.41,415.63
9996,30,29349,258858.18,2808,13398.06,427.12
1602,60,40000,350400.0,3626,4997.47,686.78
4837,60,2159,50520.6,5,5642.36,70.83
7456,120,11169,216231.84,13107,20816.42,222.29
9208,240,81,117.45,32,728.3,0.15
677,60,1200,9300.0,249,3719.91,14.88
6103,30,1776,31968.0,237,1794.89,37.63
5497,300,6914,213089.48,6090,41141.5,250.81
4402,30,29160,306180.0,3402,17118.8,314.75
4725,100,504,40320.0,204,2788.07,41.45
9322,30,960,3408.0,76,137.4,4.01
9084,30,2816,15488.0,231,1474.9,21.71
3175,1,2988,73206.0,1992,26266.34,90.56
5982,30,20856,218988.0,2959,4427.52,225.12
115,100,60,21000.0,144,3128.19,41.16
7768,30,52127,548376.04,6874,16177.09,678.34
1668,30,24561,294977.61,7191,12349.51,471.96
6325,20,1460,46720.0,613,5405.42,65.5
4020,30,42336,195592.32,4601,28788.73,201.07
6892,60,75000,643500.0,22700,20225.07,796.01
6781,60,3345,26024.1,7114,5530.11,42.94
3730,5,75,5265.0,29,209.37,8.69
6743,60,2870,7031.5,277,4313.33,11.6
7115,30,60342,268521.9,20269,132890.27,578.93
7994,60,46001,122362.66,2526,9736.1,263.81
6319,60,23040,146995.2,9,4620.03,288.11
7524,60,20000,53200.0,1098,9736.1,114.7
4167,240,6047,8647.21,2323,7326.63,8.89
9679,60,47925,108310.5,2933,20719.01,133.98
818,60,9792,72460.8,836,5136.08,115.94
9757,120,13429,264685.59,3522,14985.96,272.1
3412,30,25945,82764.55,1638,18141.62,102.38
2024,60,10808,127534.4,1320,6759.55,249.97
1623,60,957,34260.6,95,1448.0,54.82
484,25,300,6000.0,94,1205.43,11.76
3688,60,747,5229.0,169,2387.62,6.47
9616,30,56404,748481.08,6886,15459.09,1049.37
2951,30,32280,146228.4,7017,11372.23,315.27
10206,60,41700,344442.0,4873,18002.87,426.07
10015,30,90932,1811365.44,10428,18495.9,2988.75
3437,100,2730,218400.0,1318,21737.72,470.87
3125,100,8331,741459.0,1980,37548.87,1223.41
1966,60,525,4278.75,395,1746.3,6.85
515,40,18,1980.0,20,2199.43,3.88
3203,30,64316,290065.16,5467,9323.3,478.61
5932,60,407,2592.59,68,1264.16,3.63
3566,100,1384,110720.0,661,13740.74,182.69
3619,60,171925,388550.5,15683,36173.15,544.75
2628,60,76427,722235.15,7017,5367.09,1155.58
4818,100,2887,256943.0,1247,26859.39,360.23
3288,1,350,8575.0,240,3126.61,8.82
674,120,1000,82190.0,226,5294.51,131.5
6394,30,1612,10478.0,111,7457.19,17.29
8375,60,4000,7960.0,312,274.51,8.18
2639,20,1067,34144.0,297,3616.67,54.63
3842,30,150000,1029000.0,10151,19569.93,1697.85
9823,30,291928,2802508.8,37701,68046.0,2880.98
4813,20,10500,336000.0,3445,39662.72,415.63
8340,60,23999,47758.01,1069,7500.0,49.1
815,100,100,7199.0,28,641.06,11.52
4331,25,60,1200.0,353,3843.25,2.59
7029,60,90000,694800.0,17769,36897.57,714.25
7475,30,200,2000.0,44,1483.39,3.92
5133,100,30,3347.4,46,1003.18,4.14
4991,100,350,28000.0,144,2631.39,28.78
3232,60,37350,438862.5,3860,59186.46,615.29
8432,30,3120,81900.0,275,1949.42,176.58
1637,100,79,6320.0,27,286.76,10.11
3440,30,300,330.0,13,365.48,0.54
6812,60,1659,3682.98,958,7659.33,5.16
3472,20,202,6464.0,60,624.92,8.0
6065,50,80,99402.4,111,1368.78,102.19
2916,100,2352,188160.0,1117,14959.83,263.8
7413,60,15639,31121.61,590,5399.25,38.5
5710,60,18180,98717.4,1007,11067.86,122.11
7734,60,187168,1444936.96,18234,51090.0,2025.8
8073,60,7946,19944.46,1168,3402.23,43.0
6229,20,469,15008.0,170,3125.65,18.56
10217,90,21596,200842.8,1336,5033.8,248.44
5706,60,43262,101665.7,2035,8711.4,219.19
4891,100,3154,280706.0,1279,19112.91,288.57
5565,60,120,1791.6,12,160.52,2.96
6444,30,27053,124984.86,4598,25467.64,128.48
6990,120,1156,22726.96,2187,24532.28,23.36
1816,30,120000,960000.0,20144,8281.69,1881.6
7637,60,12733,38071.67,496,5257.35,62.82
959,540,25,875.0,86,1528.06,1.4
5586,120,740,27750.0,183,2418.62,59.83
942,100,1400,7686.0,106,2869.03,12.3
4231,60,5000,32500.0,294,4339.64,40.2
4149,300,75,2311.5,120,1487.76,2.38
3949,60,26598,216773.7,3301,5764.28,268.15
3715,20,450,14400.0,146,2478.87,17.81
4363,60,14055,31623.75,1304,2220.86,44.34
9700,30,2575,12102.5,272,5419.22,14.97
9339,60,2305,5624.2,126,1350.33,11.02
1524,90,3885,62160.0,467,6299.56,99.46
6769,30,1500,8310.0,729,3758.4,11.65
2558,60,6500,48100.0,667,3609.2,76.96
4335,60,8989,66788.27,454,3315.24,144.0
4309,100,7888,631040.0,1357,12965.93,1360.52
3117,60,5324,22094.6,4654,8538.03,30.98
3050,100,6302,630200.0,2557,21256.43,741.75
4284,20,450,14400.0,164,1871.07,16.95
1320,30,1600,3200.0,422,3335.15,5.12
3608,30,12000,288000.0,3733,29039.18,564.48
1134,30,43154,1132792.5,3788,1910.61,1812.47
9904,30,109140,1282395.0,8735,9736.1,2764.84
699,25,271,20325.0,260,1496.76,32.52
1775,60,3374,24292.8,250,2331.03,47.61
7777,240,1500,3150.0,575,4095.24,3.9
3063,30,20370,72720.9,1751,13244.8,101.95
8639,60,5154,39788.88,429,3293.34,55.78
5025,20,1301,37729.0,376,2162.26,62.25
1941,60,50000,170000.0,4733,6002.19,272.0
3129,240,4529,9601.48,1679,3524.93,15.84
1112,60,14124,133471.8,2115,2882.85,213.55
718,20,3400,108800.0,1131,22370.64,174.08
7592,60,30107,248683.82,2875,23675.63,536.16
3823,60,372,2604.0,95,2265.88,3.22
5297,30,53571,176784.3,4974,11109.18,181.73
4967,30,48,960.0,4,970.79,1.35
2546,84,210,8055.6,63,740.16,12.89
1790,60,4860,7241.4,2034,23441.88,14.19
5530,60,80,5328.0,13,277.4,5.48
9023,30,263,5260.0,21,14622.43,8.68
6086,20,6704,214528.0,2134,13771.63,252.5
4593,60,29635,195887.35,2608,21886.49,201.37
8352,60,8953,45570.77,805,6220.48,46.85
3778,30,81,1884.06,6,3549.7,2.33
7155,60,29998,247783.48,3274,21881.71,408.84
9970,240,2084,4063.8,794,8758.36,8.76
85,60,5964,51350.04,3509,12835.2,100.65
3317,60,303125,779031.25,15006,20134.62,1679.59
6809,30,36390,201600.6,3863,23249.47,282.64
10221,60,169447,635426.25,8039,30936.1,786.02
3803,100,6227,498160.0,2527,20534.4,586.33
5162,270,461,47723.35,238,2556.61,78.74
1058,60,1796,2729.92,5880,14656.0,4.37
8649,30,22122,84284.82,1409,3855.95,118.17
1400,60,105,809.55,6,1053.86,1.59
6454,60,7854,51757.86,803,7032.5,64.02
5473,60,427,8253.91,62,1060.35,16.18
3793,60,5900,35046.0,701,7008.1,43.35
9925,30,65502,769648.5,5896,6147.18,1659.36
4262,30,21384,217047.6,2406,4219.32,223.12
4793,60,11500,62445.0,632,4168.19,77.24
6930,60,6750,75802.5,4919,17647.73,77.92
7496,240,2691,5651.1,1021,5254.1,11.08
7246,30,13373,52288.43,816,7964.24,73.31
8347,30,14055,65074.65,1406,1335.02,66.9
7517,60,3250,4647.5,216,9736.1,10.02
5898,30,19195,62191.8,1632,15773.2,76.93
9047,30,47614,196169.68,3453,9657.88,275.03
6285,30,58143,386650.95,5427,7905.96,833.62
9893,60,915,6889.95,51,1702.92,13.5
1349,60,32017,124866.3,2353,3210.18,199.79
2064,60,300,438.0,20,667.17,0.94
10126,120,8335,222544.5,2034,10977.65,275.29
4999,60,2080,58240.0,316,3095.28,96.1
4449,30,40890,175827.0,3329,10455.35,379.08
1375,60,8100,23571.0,404,5866.29,46.2
3307,100,77,6853.0,36,1712.6,11.31
4530,60,236925,575727.75,13622,82095.85,1241.27
5613,30,96224,413763.2,7556,9582.53,682.71
7831,30,4641,18749.64,285,1335.15,23.19
2710,30,25000,256000.0,3034,7658.27,263.17
2720,1,448,403.2,71,844.36,0.67
2102,60,29489,314942.52,2670,7533.0,503.91
1314,180,20,1000.0,1024,5226.6,1.6
9314,90,300,2790.0,266,4147.79,3.28
3882,300,30,924.6,56,1573.41,1.14
6198,60,38939,87612.75,3962,20233.34,90.07
2099,20,92,2944.0,28,1604.96,4.71
9313,30,65000,649350.0,7403,4971.05,764.28
1593,30,5010,48697.2,434,1854.88,95.45
8640,60,75000,735750.0,14413,11874.85,1031.52
2963,100,81,5844.15,16,467.26,8.19
